Codigo_Barea;Descripcion;Formato
7319560;MASAJE DON ALGODON HOMBRE 100 .;12
7319090;MASAJE FLOID BALSAMO 125 ML.;6
7310763;MASAJE FLOID GENUINO SUAVE 150 ML.;12
7310564;MASAJE FLOID GENUINO VIGOROSO 150ML;12
7450027;MASAJE HIDRATANTE DUREX PLAY 200 ML.;6
7610562;MASAJE LA TOJA BALSAMO 100ML.;12
7610466;MASAJE LA TOJA LOCION 150ML.;12
7311969;MASAJE MASSIMO DUTTI 100 ML.   .;12
7610011;MASAJE NIVEA ARCTIC FREEZE 100 ML.;12
7319960;MASAJE NIVEA BALSAMO EXTRA SENSITIVE 100 ML.;12
7313760;MASAJE NIVEA BALSAMO REGENERADOR AZUL 100 ML.;12
7310014;MASAJE NIVEA BALSAMO REGENERADOR AZUL 15% DTO;12
7310016;MASAJE NIVEA BALSAMO SENSITIVE 15%DT.100 ML;12
7621085;MASAJE NIVEA EXTREME COMFORT BALSAMO 100 ML.;24
7613163;MASAJE SANEX BALSAMO 100 ML.;12
7405366;MASAJE SPORTMAN BALSAMO 200 ML.;12
7310181;MASAJE WILLIANS BALSAMO FRESCO 100 ML.;12
7310192;MASAJE WILLIANS LOCION GEL 100 ML.;12
7550801;MASCARA CEJAS RIMMEL CERA DA FORMA Y DEFINE;1
7330564;MASCARA DE PESTA•AS GUI GUI ;12
7710063;MASCARA DESECHABLE COSMOPLAST PACK-5 UND.;10
7490007;MASCARA PEST. NYC SHOW HOT;1
7589072;MASCARA PEST.GLAM BROWN RIMMEL 485;1
7550121;MASCARA PEST.GLAMOUR RIMMEL 001;1
7550120;MASCARA PEST.LASH MAXXX RIMMEL 001;1
7599506;MASCARA PEST.M.A AIR MAX 3 STYLE 800;1
7584426;MASCARA PEST.M.A AIR MAX 800;1
7593342;MASCARA PEST.M.A AIR MAX CURVED 800;1
7593331;MASCARA PEST.M.A AIR MAX WATERPROOF 800;1
7490141;MASCARA PEST.M.A B&B BOOM MUSE;1
7550386;MASCARA PEST.M.A BIG&BEAUTIFUL ULTRABLACK 910;1
7590114;MASCARA PEST.M.A LOOK OUT 800;1
7552440;MASCARA PEST.M.A LYCRA EXTEND.;1
7585561;MASCARA PEST.M.A OJOS SWING VOL.800;1
7599032;MASCARA PEST.M.A STIMULONG 800;1
7585863;MASCARA PEST.M.A TRANSPARENTE CARE;1
7550393;MASCARA PEST.M.A VOLUME DEFINER BLACK 800;1
7599507;MASCARA PEST.M.A VOLUME DEFINER EXTREM-BLACK 910;1
7550409;MASCARA PEST.M.A VOLUME DEFINER ULTRABLACK;1
7550352;MASCARA PEST.M.A VOLUME DIVA;1
7573720;MASCARA PEST.M.A VOLUMEN ARTIST;1
7590263;MASCARA PEST.M.A.AST SEDUCTION CODES;1
7550498;MASCARA PEST.M.A.BIG&BEAUTIFUL FALSE LASH;1
7550288;MASCARA PEST.M.A.LASH ELIXIR ARGAN;1
7550114;MASCARA PEST.MAGNIF#EYES RIMMEL 001;1
7599120;MASCARA PEST.NYC ALARGAMT.842;1
7490138;MASCARA PEST.NYC BIG BOLD;1
7490015;MASCARA PEST.NYC BIG BOLD VOLUME;1
7575039;MASCARA PEST.NYC CURLING 845;1
7550539;MASCARA PEST.NYC HIGHT DEFINITION EXTRA BLACK;1
7599121;MASCARA PEST.NYC LENGTHENING 851;1
7590231;MASCARA PEST.NYC SHOW TIME BRIGHTENING;1
7599122;MASCARA PEST.NYC VOLUMEN;1
7599119;MASCARA PEST.NYC WATERPROOF 873;1
7498466;MASCARA PEST.PINAUD CAJITA;1
7499001;MASCARA PEST.PINAUD LAPIZ PROFESSIONAL;24
7550117;MASCARA PEST.RIMMEL ESL CURVED 101;1
7550579;MASCARA PEST.RIMMEL EXTRA POP;1
7550118;MASCARA PEST.RIMMEL EXTRA SUPERLASH;1
7490014;MASCARA PEST.RIMMEL LASH ACCELERATOR ;1
7575023;MASCARA PEST.RIMMEL LASH ACCELETAT.001;1
7580124;MASCARA PEST.RIMMEL MAX EXTREME BLACK Nß003;1
7550500;MASCARA PEST.RIMMEL SCANDAL'EYES;1
7550298;MASCARA PEST.RIMMEL SCANDAL'EYES PROMOCION;1
7550643;MASCARA PEST.RIMMEL SCANDAL'EYES RETROGLAM;1
7580199;MASCARA PEST.RIMMEL SEXY CURVES 001;1
7590120;MASCARA PEST.RIMMEL THE MAX CURVED 001;1
7550131;MASCARA PEST.RIMMEL VOLUME FLASH BLACK;1
7550656;MASCARA PEST.RIMMEL WONDERFULL ARGAN ;1
7550719;MASCARA PEST.RIMMEL WONDERFULL ARGAN PROMOCION;1
7490008;MASCARA PEST.RIMMEL WOW LASH;1
7550128;MASCARA PEST.VOLUMEFLASH WP RIMMEL 001;1
7320124;MASCARILLA AGRADO CAPILAR KERATINA 500 ML.;12
7320123;MASCARILLA AGRADO CAPILAR REPARADORA 500 ML.;12
7750469;MASCARILLA ANTIEDAD FIRMING MASK BODYDERM 75ML ;1
7320046;MASCARILLA ASEPSIS VITAL.BIOTINA/KARITE 200ML;6
7400153;MASCARILLA BABARIA  JOJOBA TARRO 400 ML.;6
7400025;MASCARILLA BABARIA  OLIVA CAPILAR 250 ML.;12
7400001;MASCARILLA BABARIA ALOE VERA LIQU.500 ML.;12
7400004;MASCARILLA BABARIA ALOE VERA TARRO 400 ML.;6
7400026;MASCARILLA BABARIA COCO 250 ML.;12
7409662;MASCARILLA BYPSA YOYOBA TUBO 250 ML.;12
7370003;MASCARILLA DOVE PROTECTOR CALOR  250 ML.;6
7130034;MASCARILLA DOVE SECO-DA•ADO 250 ML;6
7320109;MASCARILLA ELVIVE ACEITE EXTRAORDINARIO 300 ML.;6
7320117;MASCARILLA ELVIVE ARCILLA 150 ML.;6
7320049;MASCARILLA ELVIVE ARGININA RESISTx3  300 ML.;6
7134860;MASCARILLA ELVIVE COLOR VIVE 200 ML;6
7320023;MASCARILLA ELVIVE DEFINE RIZOS 200 ML.;6
7320097;MASCARILLA ELVIVE FIBRALOGY 300 ML.;6
7320042;"MASCARILLA ELVIVE HIDRA-HALOGENOMEDITER""300 ML""";6
7320084;MASCARILLA ELVIVE KERATINA LISO 300 ML.;6
7320019;"MASCARILLA ELVIVE NUTRE&ILUMINAMECHAS"" 300 ML.""";6
7572832;MASCARILLA ELVIVE NUTRI-GLOOS 300 ML.;6
7320024;MASCARILLA ELVIVE RE-NUTRICION 300 ML.;6
7320022;MASCARILLA ELVIVE TOTAL REPAIR-5  300 ML.;6
7582993;MASCARILLA FLEX CABELLOS LISOS 250 ML.;6
7582971;MASCARILLA FLEX CABELLOS TE•IDOS 250 ML.;6
7320386;MASCARILLA FLEX FORTIFICANTE 250;6
7371006;MASCARILLA FRUCTIS ADIOS DA•OS 400 ML.;6
7378597;MASCARILLA FRUCTIS CRECE FUERTE 400 ML.;6
7637663;MASCARILLA FRUCTIS HIDRA RIZOS 300 ML.;6
7371001;MASCARILLA FRUCTIS HIDRA RIZOS 400 ML.;6
7571351;MASCARILLA FRUCTIS HIDRATANTE LISO 300 ML;6
7371002;MASCARILLA FRUCTIS HIDRATANTE LISO 400 ML;6
7349797;MASCARILLA FRUCTIS MELENA ABUNDANTE 400 ML.;6
7370016;MASCARILLA FRUCTIS NUTRI REPAIR BUTTER  400 ML.;6
7572773;MASCARILLA FRUCTIS OLEO NUTRICION 300 ML.;6
7320165;MASCARILLA FRUCTIS SECO 300 ML.;6
7371004;MASCARILLA FRUCTIS SECO NUTRI-INTENSE 400 ML.;6
7371003;MASCARILLA FRUCTIS SECO OLEO REPAIR 400 ML.;6
7615160;MASCARILLA FRUCTIS TE•IDOS 300 ML.;6
7371005;MASCARILLA FRUCTIS TE•IDOS 400 ML.;6
7571642;MASCARILLA GLIS CABELLOS TE•IDOS 200 ML.;6
7350128;MASCARILLA GLISS HIALURON 200 ML. 2X1;6
7359994;MASCARILLA GLISS LISO ASIATICO 200 ML.;6
7350130;MASCARILLA GLISS LISO ASIATICO 200 ML. 2X1;6
7359993;MASCARILLA GLISS REPARACION TOTAL 200 ML.;6
7350129;MASCARILLA GLISS REPARACION TOTAL 200 ML. 2X1;6
7350126;MASCARILLA GLISS ULTIMATE COLOR 200 ML. 2X1;6
7350127;MASCARILLA GLISS ULTIMATE OIL ELIXIR 200 ML. 2X1;6
7359995;MASCARILLA GLISS ULTIMATE REPAIR 200 ML.;6
7350131;MASCARILLA GLISS ULTIMATE REPAIR KERAT 200 ML. 2X1;6
7370013;MASCARILLA KERASTASE ELIXIR ULTIME SUBLIMAT 500ML.;1
7370012;MASCARILLA KERASTASE NUTRITIVE PELO RIZADO 500 ML.;1
7409002;MASCARILLA LE PETIT MARSEILLAIS GRASO 300 ML.;6
7409001;MASCARILLA LE PETIT MARSEILLAIS SECO 300 ML.;6
7383005;MASCARILLA LLONGUERAS  CROMATICS 450 ML.;6
7380012;MASCARILLA LLONGUERAS CAB.TE•IDO NORMAL 450ML;6
7380013;MASCARILLA LLONGUERAS CAB.TE•IDO SECO 450 ML;6
7385879;MASCARILLA LLONGUERAS COLOR INTENSE CLARO 200 ML.;6
7385778;MASCARILLA LLONGUERAS COLOR INTENSE OSCURO 200 ML.;6
7383007;MASCARILLA LLONGUERAS HIDRASSENCE 450 ML.;12
7383006;MASCARILLA LLONGUERAS NUTRIESSENCE 450 ML.;12
7320104;MASCARILLA LOREAL ABSOLUT REPAIR CELLULAR 500 ML.;1
7594112;MASCARILLA M.A PERFECTION 2 X 6.5 ML.;1
7130012;MASCARILLA NELLY CAB.SECO DA•ADOS 250 ML.TARRO;12
7571745;MASCARILLA NELLY CAB.TE•IDOS 250 ML.TARRO;12
7329988;MASCARILLA ORIGINAL REMEDIES AGUACATE 300 ML.;6
7320118;MASCARILLA ORIGINAL REMEDIES DELICATESSE 300 ML.;6
7329975;MASCARILLA ORIGINAL REMEDIES MIEL 300 ML.;6
7329985;MASCARILLA ORIGINAL REMEDIES OLIVA 300 ML.;6
7400014;MASCARILLA PANTENE ANTIEDAD BB7 200 ML.;6
7400072;MASCARILLA PANTENE SUAVE LISO/RIZOS PERFECT 200 ML;6
7320106;MASCARILLA SALON HITS 11 BENEFITS 250 ML.;6
7380021;MASCARILLA SALON HITS OROLIQUIDO 250 ML.;6
7392195;MASCARILLA SUNSILK COLOR 250ML.;6
7130023;MASCARILLA TIMOTEI 250 ML.;6
7380022;MASCARILLA TRESEMME HIDRATACION INTENSA 500 ML.;6
7380023;MASCARILLA TRESEMME LISO KERATINA 300 ML.;6
7320493;MASCARILLA ULTRA SUAVE NUEZ 300 G.;6
8421009;MATA MOSQUITOS ELECTR«?NICO 13/4 W IN127170/20;6
8420048;MATA MOSQUITOS ELECTR«?NICO INDUSTRIAL 1 W ;6
8421012;MATA MOSQUITOS ELECTR«?NICO INDUSTRIAL 2X10W 127250;3
7750695;MAVALA STOP U•AS MORDIDAS 10ML;1
7750640;MAYONESA  JAPONESA KEWPIE 500GR 736A;1
3320045;MAYONESA ARTEOLIVA BRIK 125 ML. PACK3;8
3310393;MAYONESA ASUA DOSIFICADOR,450G.;12
3328393;MAYONESA BARESOL 1.850 ML. CUBO;4
3328888;MAYONESA BARESOL 10 L. CUBO;1
3328695;MAYONESA BARESOL 3.600 ML. CUBO;4
3329292;MAYONESA BARESOL 300 ML.;6
3325004;MAYONESA BARESOL 320 ML. BOCABAJO;6
3329295;MAYONESA BARESOL 450 ML.;12
3315690;MAYONESA BARESOL 5 L CUBO;2
3327010;MAYONESA BARESOL LIGERA 3.600 ML. CUBO;4
3330294;MAYONESA BARESOL SOBRE CAJA 200 U.10 ML;1
3314192;MAYONESA CALVE BOCABAJO BOTE 250 ML.;8
3312092;MAYONESA CALVE BOCABAJO BOTE 430 ML.;12
3315879;MAYONESA CALVE CASERA  500 ML.+SALSA ROSA;6
3310198;MAYONESA CALVE CASERA BOTE CRISTAL 225 ML.;12
3317577;MAYONESA CALVE CASERA BOTE CRISTAL 430 ML.;12
3311294;MAYONESA CALVE CASERA BOTE CRISTAL 450 ML.;12
3319597;MAYONESA CALVE CASERA BOTE CRISTAL 500 ML.;12
3310043;MAYONESA CALVE CASERA BOTE CRISTAL 500 ML.+S.CESAR;6
3317777;MAYONESA CALVE CASERA BOTE CRISTAL 825 ML.;6
3315594;MAYONESA CALVE ENSAL.RUSA BOTE CRISTAL 450 ML;12
3311752;MAYONESA CHOVI AL AJO BOTELLA 400 ML.;12
3310018;MAYONESA CHOVI BOTE 400 ML.;12
3310101;MAYONESA FLORA SIN HUEVO CRISTAL  225 ML.;12
3310005;MAYONESA FUENSOL CRISTAL 450 G.;12
3320154;MAYONESA HEINZ CAJA 200 BOLSITAS X 10 G.;1
3320135;MAYONESA HEINZ CAJA 200 SOBRESx12 G.;1
3320008;MAYONESA HEINZ CEBOLLA CARAMELIZADA 400 ML.;10
3320151;MAYONESA HEINZ CRISTAL 480 G.;8
3315896;MAYONESA HEINZ CUBO 5 L.;1
3320006;MAYONESA HEINZ LIMA LIMON 400 ML.;10
3320152;MAYONESA HEINZ PLASTICO 400 ML.;10
3320060;MAYONESA HEINZ PLASTICO 825 G.;8
3320039;MAYONESA HELLMANS 2 L.;6
3310296;MAYONESA HELLMANS BOCABAJO 430 ML.;12
3316191;MAYONESA HELLMANS BOTE 3.600 ML.;4
3311798;MAYONESA HELLMANS CRISTAL 225 ML.;12
3311890;MAYONESA HELLMANS CRISTAL 450 ML.;12
3315390;MAYONESA HELLMANS CUBO 3 L.;1
3315090;MAYONESA HELLMANS CUBO 5 L.;1
3310003;MAYONESA HELLMANS CUBO,5 L.-25% EN PRECIO;1
3310042;MAYONESA HELLMANS DUPLO CRISTAL 450 ML.;6
3315758;MAYONESA HELLMANS ECOLOGICA 190 ML.;6
3310007;MAYONESA HELLMANS ENSALADAS Y TAPAS BOTE 2 L.;6
3310011;MAYONESA HELLMANS VIDRIO 825 ML.;6
3315491;MAYONESA KOIPESOL DOSIFICADOR 450 ML.;12
3312596;MAYONESA KRAFT CRISTAL 500 G.;15
3314890;MAYONESA KRAFT CUBO 5 L.;1
3314990;"MAYONESA KRAFT SALSA FINA CUBO 5 L. ""LIGERA""";1
3312020;MAYONESA LIGERESA SENSACION 430 ML.;12
3310040;MAYONESA LIGERESA YOGUR 430 ML.;12
3314290;MAYONESA ORLANDO UNCLE WILLIANS CUBO 3.600;4
3310016;MAYONESA PRIMA BOTE PLASTICO 400 ML.;12
3310311;MAYONESA PRIMA CAJA 12 SOBRES DE 12.6 ML.;12
3320051;MAYONESA PRIMA CAJA 220 SOBRES X 10 ML.;1
3321212;MAYONESA PRIMA CAJA 230 + 40 SOBRE X 10 ML.;1
3327888;MAYONESA PRIMA CAJA 270 SOBRES X 10 ML.(1+1);1
3320117;MAYONESA PRIMA XL BOTE PLASTICO 700 GR.;12
3310691;MAYONESA YBARRA BOTE CRISTAL 105 G.;12
3318587;MAYONESA YBARRA BOTE CRISTAL 195 + 30 G.;12
3310794;MAYONESA YBARRA BOTE CRISTAL 225 G.;12
3318787;MAYONESA YBARRA BOTE CRISTAL 390 G.;12
3310897;MAYONESA YBARRA BOTE CRISTAL 450 G.;12
3325757;MAYONESA YBARRA BOTE CRISTAL 450 G.CON PVP   ;12
3310010;MAYONESA YBARRA BOTE CRISTAL 450 G.S/AZUCAR;12
3318575;MAYONESA YBARRA BOTE CRISTAL 600 G.;6
3310990;MAYONESA YBARRA BOTE CRISTAL 750 G.;6
3325051;MAYONESA YBARRA CAJA 200 SOBRES X 10 ML.;1
3320150;MAYONESA YBARRA CAJA 250 SOBRES X 10 ML.;1
3316294;MAYONESA YBARRA CUBO 3,5 K.;2
3320707;MAYONESA YBARRA CUBO 5 K.;2
3310171;MAYONESA YBARRA CUBO PLASTICO 1.8 K.;2
3315552;MAYONESA YBARRA ENSALADILLAS 450 G.;12
3320909;MAYONESA YBARRA LIGERA-OLIVA CRISTAL 450 G.;12
3315793;MAYONESA YBARRA OLIVA BOTE CRISTAL 225 G.;12
3310017;MAYONESA YBARRA PACK AHORRO 2 X 400 G.;6
3310041;MAYONESA YBARRA PET 348 G.;12
3318001;MAYONESA YBARRA PET 400 G.;12
3310274;MAYONESA YBARRA PET 500 G.;12
3310355;MAYONESA YBARRA SALSA FINA CUBO 1.8 K.;2
8040397;MAZA PICAR CARNE INALSA MADERA REDONDA R-8024;24
2450015;MAZAPAN 1880 FIGURITAS 150 G. ;15
4960014;MAZAPAN BOMBON EL MESIAS STDO. 400 GR.EST. ;10
4928887;MAZAPAN BOMBON LOGRO•ESA 3 K.;4
4928878;MAZAPAN BOMBON LOGRO•ESA 350 G.;20
4918010;MAZAPAN DE SOTO DELAVIUDA 500 G.;6
4920055;MAZAPAN DELAVIUDA ARTESANO 300 G.;10
4918005;MAZAPAN DELAVIUDA SUPR.FIGURITA S/AZUC  200 G.;18
4920792;MAZAPAN DELAVIUDA SUPREMA FIGURITAS 200 G.;18
4920895;MAZAPAN DELAVIUDA SUPREMA FIGURITAS 400 G.;10
4975586;MAZAPAN DELAVIUDA SUPREMA FIGURITAS 800 G.BOLSA;6
4970405;MAZAPAN DELAVIUDA SURTIDO 300 G.;10
4920023;MAZAPAN DULYMAZ FIGURITAS 3 K.GRANEL.PRECIO ESTUCH;1
4920022;MAZAPAN DULYMAZ SUPREMA FIGURITAS 3 K.GRANEL.PR.ES;1
4980990;MAZAPAN EL ALMENDRO FIGURITAS S/AZUCAR 200 G.;18
4920021;MAZAPAN LACASA CABELLO DE ANGEL 300 G.;16
4910016;MAZAPAN LACASA MANZANA ASADA S/COLT 200 G;18
4921190;MAZAPAN MANCHEGUITA EXT.3 K.MAZALMENDRA PR ES;1
4921292;MAZAPAN MANCHEGUITA STANDAR.3 K.GNEL.PR.EST.;1
4923197;MAZAPAN MAZALMENDRA SOTO 2 K.GRANEL.PR.EST.;1
4981793;MAZAPAN MAZALMENDRA SUPREMA FIGURIT3 K.PR.EST;1
4920053;MAZAPAN MAZALMENDRA SUPREMA FIGURITAS 200G.;14
4980006;MAZAPAN MAZALMENDRA SUPREMA S/AZUC.3 K.PR.EST;1
4920274;MAZAPAN MONTORO LOGRO•ESA 1 K.GR. BOLSA;10
4921395;MAZAPAN MONTORO LOGRO•ESA 3 K GRANEL PR.EST;4
4920196;MAZAPAN MONTORO LOGRO•ESA 500 G.;20
4921498;MAZAPAN MONTORO LOGRO•ESA 880 G.ESTUCH.;10
4930010;MAZAPAN RELLN.ESTEPE•A ALBARICOQUE TABL.200 G.;14
4930391;MAZAPAN RELLN.ESTEPE•A FRAMBUESA TABL.200 G.;14
4931100;MAZAPAN RELLN.ESTEPE•A MANDARINA TABL.200 G.;14
4982190;MAZAPAN SURTIDO SAN ANTONIO 300 G.;30
1160005;MAZORQUITAS DE MAIZ DELICIAS 205 G.;12
5570001;MEDALLON MINI RULO QUESO EMPANADO 1 K NAT.GOURMET;5
5570429;MEDALLON ROSADA PESCANOVA 400 G.;10
5050544;MEDALLON SOLOMILLO IBER.ADOBAD.DOMPAL P.KIL;12
7750741;MEDELA EXTRACTOR ELECTRICO SWING 030.0054/153834.5;1
7750740;MEDELA EXTRACTOR MANUAL HARMONY 005.2047/153836.9;1
7750742;MEDELA SET RECOGIDA/ALIMENTACION 008.0384/176805.6;1
7912058;"MEDIDA BAR MATE WMF LOFT""""";12
8520097;MEDIDOR INFUSIONES LAMA ;24
5550009;MEJILLON M/CONCHA GALLEGA LEIRO CONG.BAND.1 K;9
5550010;MEJILLON VIANDA GALLEGA LEIRO CONG.BAND.400GR;16
1032090;MEJILLONES ESC.ALBO 10/14 OL-120;24
1034890;MEJILLONES ESC.CALMA OL-120 20/25 PZ;50
1032995;MEJILLONES ESC.CALVO 14/19 P. 115 G.;50
1030196;MEJILLONES ESC.CALVO PACK RO-80;20
1030053;MEJILLONES ESC.CAMPOS 8/12 OL-120;25
1031192;MEJILLONES ESC.CUCA 8/10 RO-120;24
1031395;MEJILLONES ESC.DARDO 12/16 OL-120;100
1033030;MEJILLONES ESC.DARDO 25/35 OL-280;36
1030013;MEJILLONES ESC.DARDO 40/45 RO-550;24
1030009;MEJILLONES ESC.DARDO DE RIA 6/8 OL-120;50
1035012;MEJILLONES ESC.FRISCO 13/18 OL-120;12
1032290;MEJILLONES ESC.FRISCOS 6/8 OL-120;100
1039570;MEJILLONES ESC.FRISCOS 8/12 OL-120;12
1039070;MEJILLONES ESC.FRISCOS RO-85 PACK-3;20
1034493;MEJILLONES ESC.FRITOS A/OLIV 7/10 R PE•A 120;50
1033594;MEJILLONES ESC.FRITOS A/OLIV 7/9 R PE•A OL120;50
1030054;MEJILLONES ESC.FRITOS ACTE.OLIVA DARDO 8/12 OL-120;50
1030245;MEJILLONES ESC.GUAU 12/14;50
1035858;MEJILLONES ESC.IGLESIAS 12/15 RO-280;48
1030352;MEJILLONES ESC.IGLESIAS 15/22 RO-550;24
1035003;MEJILLONES ESC.IGLESIAS 3/4 OL-120;50
1035002;MEJILLONES ESC.IGLESIAS 30/40 RO-550;24
1030083;MEJILLONES ESC.IGLESIAS 4/6 OL-120;50
1035001;MEJILLONES ESC.IGLESIAS 40/60 RO-900;12
1031096;MEJILLONES ESC.IGLESIAS 45/50 RO-1000;12
1030792;MEJILLONES ESC.ISABEL 8/12 OL-120;24
1030690;MEJILLONES ESC.ISABEL PACK RO-85;30
1034992;MEJILLONES ESC.MIAU 13/18 OL-120;25
1030481;MEJILLONES ESC.MIAU OLIVA 6/9 OL-120;25
1035390;MEJILLONES ESC.MIAU PACK RO-100;20
1030007;MEJILLONES ESC.NOLY PACK RO-85;20
1037595;MEJILLONES ESC.OVIDIO OL120;100
1030108;MEJILLONES ESC.PEPERETES 10/12 RO-150;24
1030107;MEJILLONES ESC.PEPERETES 8/10 RO-150;24
1030094;MEJILLONES ESC.PESCAMAR F.A. OL-120;50
1032790;MEJILLONES ESC.PICANTE DARDO 12/16 OL-120;100
1035010;MEJILLONES ESC.PICANTE FRISCO 13/18 OL-120;12
1030046;MEJILLONES ESC.PICANTE MIAU 13/18 OL-120;25
1037691;MEJILLONES ESC.PICANTE OVIDIO OL-120 1/4 OVAL;100
1030374;MEJILLONES ESC.PORTONOVO RO-1000 30/40;12
1030021;MEJILLONES ESC.REAL CONSERVERA 4/6 D-125;36
1035595;MEJILLONES ESC.RIANXEIRA 12/18 RR-120;50
1035893;MEJILLONES ESC.RIANXEIRA PACK RO-80;8
1030014;MEJILLONES FRITOS ESC.J.PE•A TRADICION 7/10 OL120;25
1035555;MEJILLONES GALLEGOS COCIDOS 4 K. BRUTOS;4
1030008;MEJILLONES NATURAL DARDO DE RIA 12/16 OL-120;100
1035020;MEJILLONES NATURAL FRISCO 13/18 OL-120;12
1037794;MEJILLONES S/GALLEGA ALBO OL 120;24
1035052;MEJILLONES S/VIEIRA FRISCO 13/18 OL-120;12
1031295;MEJILLONES SALSA GALLEGA CUCA 12/16 OL-120;25
5577785;MEJILLONES TIGRES REBOZADOS MARSUR 1,2 K.PREC.UND;2
7750983;MELATONIN GOTAS 1.9MG 50ML ESI;1
7911108;MELETA TROLLEY ABS 69CM MIRABELLE 50771;1
1237490;MELOCOTON ALM.CONSEMUR A/F LATA 250G.;24
1230292;MELOCOTON ALM.CONSEMUR EXTRA 1K.;12
1237390;MELOCOTON ALM.CONSEMUR GALON CRISTAL 3 K;4
1235095;MELOCOTON ALM.CONSEMUR LATA 3 K.;3
1230490;MELOCOTON ALM.CONSEMUR LATA 500 G.;12
1238591;MELOCOTON ALM.COQUET GALON CRISTAL 3 K;4
1230016;MELOCOTON ALM.EL NAVARRICO ENTERO FRASCO 1 K.;12
1230013;MELOCOTON ALM.FRUTARIUM MITD.ROCHATTO 720;6
1230018;MELOCOTON ALM.FRUTARIUM ORCIO 1,700;3
1230176;MELOCOTON ALM.GOLDEN LATA 250 G. A.F.;24
1239895;MELOCOTON ALM.GUADIALA 1 K.;12
1231090;MELOCOTON ALM.HERO LATA 1K.;6
1232999;MELOCOTON ALM.HERO LATA,500 G.;12
1230002;MELOCOTON ALM.ISMAEL ENT.D.O. 3,100;4
1230012;MELOCOTON ALM.ISMAEL MITD.D.O.770 G.;6
1230051;MELOCOTON ALM.JARCHA GALON CRISTAL 3 K.;2
1230005;MELOCOTON ALM.JUVER DISFRUTA TIRAS 2 X 215 G.;12
1230154;MELOCOTON ALM.JUVER LATA 840 G.;12
1238595;MELOCOTON ALM.JUVER TIRAS 3 X 225 G.;8
1232197;MELOCOTON ALM.MENSAJERO CRIS.3K.;2
1231025;MELOCOTON ALM.MENSAJERO S/AZUCAR AF 840 G;12
1231495;MELOCOTON ALM.SANFRUTAS LATA 1 K.;12
1238877;MELOCOTON ALM.SOL ARCHENA LATA PACK-3 250 G.;8
1238296;MELOCOTON ALM.SOL ARCHENA LATA, 250 G.;24
1237701;MELOCOTON ROJO ISLA BONITA P.K.;4
1237707;MELON ISLA BONITA P.K.;4
4220059;MELOSO AROTZ BACALAO CON BOLETUS + ARROZ  460G+90G;6
4220058;MELOSO AROTZ CODORNIZ BOLETUS + ARROZ  460G+90G;6
1010181;MELVA ACTE.CANDRAY CANUTERA RO-1030;12
1015052;MELVA ACTE.CANUTERA CASA ALICIA RO-1000;12
1010603;MELVA ACTE.CIELO AZUL RO-1000;12
1010031;MELVA ACTE.CONSEMUR RO-1000;6
1015001;MELVA ACTE.CONSEMUR RO-1800;6
1010050;MELVA ACTE.CONSEMUR RR-125;50
1010115;MELVA ACTE.CUCA RR-125;25
1081290;MELVA ACTE.MAEST.CONSERVERO RO-1000;6
1010376;MELVA ACTE.MIAU OLIVA ALMADRABA RO-1730;6
1010071;"MELVA ACTE.OLIVA CAMPEADOR"" PESASUR CANUT RR-335""";24
1010058;MELVA ACTE.OLIVA HERPAC CANUTERA 320 G.LATA;12
1015009;MELVA ACTE.OLIVA LA CHANCA ALMADRABA V-225;12
1015004;MELVA ACTE.OLIVA LA CHANCA CANUTERA V-225;12
1010011;MELVA ACTE.OLIVA PESASUR RR-125;50
1010045;MELVA ACTE.OLIVA PI•ERO CANUTERO OLIVA RO-280;24
1011190;MELVA ACTE.OLIVA PI•ERO CANUTERO OLIVA RO-550;24
1014490;MELVA ACTE.OLIVA PI•ERO CANUTERO RR-335;48
1010100;MELVA ACTE.OLIVA TEJERO RR-125;25
1010036;MELVA ACTE.OLIVA TEJERO RR-230;20
1010170;MELVA ACTE.OLIVA TEJERO RR-320;50
1010030;MELVA ACTE.OLIVA UBAGO ALMADR- B-212 CRISTAL;6
1010003;MELVA ACTE.OLIVA UBAGO C/PIQUILLO RR-125;25
1010024;MELVA ACTE.OLIVA UBAGO CANUTERA RR-125;25
1010026;MELVA ACTE.OLIVA UBAGO CANUTER-B-212 CRISTAL;6
1015850;"MELVA ACTE.OLIVA USISA ""TEJERO"" CANUTERA RO-1000";12
1015511;MELVA ACTE.OLIVA USISA CANUTERA R-125;50
1015850;"MELVA ACTE.OLIVA USISA TEJERO"" CANUTERA RO-1000""";12
1019797;MELVA ACTE.PESASUR CANUTERA RO-1000;12
1010070;MELVA ACTE.PESASUR CANUTERA RO-1770;6
1016396;MELVA ACTE.PESASUR RO-1000;12
1016293;MELVA ACTE.PESASUR RO-1800;6
1012190;MELVA ACTE.PI•ERO CANUTERO RO-1800;6
1010682;MELVA ACTE.PI•ERO RO-1000;12
1013691;MELVA ACTE.PI•ERO RO-1800;6
1015593;MELVA ACTE.PI•ERO RO-550;24
1018001;MELVA ACTE.REY ORO TROZOS REY ORO RO-1000;12
1012390;MELVA ACTE.TARIFE•A CANUT RO-1000;12
1019890;MELVA ACTE.TARIFE•A CANUT RO-1800;12
1013095;MELVA ACTE.TARIFE•A CANUT RO-550;24
1011098;MELVA ACTE.TARIFE•A CANUT RR-335;24
1012996;MELVA ACTE.TARIFE•A RO-1000;12
